customer_name_client,account,order_date_utc,region_territory,gross_revenue,unit_cost,profit_margin,active_subscription,customer_notes_log,gross_revenue_original_currency,unit_cost_original_currency
Umbrella Corp,00270,2024-04-19,India,16074560.56,106538.81,0.444,False,,USD,INR
Acme Corp,00613,2024-09-01,India,18735385.55,153395.41,0.133,False,VIP client priority support,USD,INR
Umbrella Corp,00406,2024-09-23,USA,6114449.52,5087702.8,0.506,True,VIP client priority support,USD,USD
Wayne Enterprises,00626,2024-06-09,USA,1348046.51,1052746.29,0.366,False,VIP client priority support,USD,USD
Globex Inc,00565,2024-06-02,USA,4503474.76,3966347.3,,True,,USD,USD
Cyberdyne Systems,00064,2024-04-14,USA,-4564448.66,2757741.54,-0.146,False,Standard order,USD,USD
Hooli Inc,00843,2024-10-16,LATAM,932869.52,724365.66,0.29,False,Customer asked for 50 discount,USD,USD
Initech LLC,00690,2024-07-25,APAC,1618157.06,15002.64,0.45399999999999996,True,Account upgrade pending,USD,INR
Massive Dynamic,00569,2024-05-04,USA,1255304.95,771138.72,0.251,True,VIP client priority support,USD,USD
Massive Dynamic,00876,2024-12-13,EMEA,317626.05,283828.26,0.344,True,,GBP,GBP
Massive Dynamic,00573,2024-12-15,EMEA,3261860.07,2742948.57,0.24,True,Account upgrade pending,EUR,EUR
Hooli Inc,00379,2024-08-19,EMEA,-6103265.14,5572399.08,-0.259,False,Quarterly renewal,GBP,GBP
Dunder Mifflin,00708,2024-05-07,EMEA,173105.39,128312.51,0.289,True,Quarterly renewal,EUR,EUR
Hooli Inc,00536,2024-03-16,APAC,56641.46,44345.75,0.44299999999999995,False,,INR,INR
Acme Corp,00846,2024-01-17,APAC,22945.77,14131.32,0.436,False,,INR,INR
Stark Industries,00655,2024-06-26,LATAM,2162711.57,1675015.6,0.405,False,Fast shipping requested,USD,USD
Hooli Inc,00960,2024-05-11,India,192492.19,137042.92,0.273,True,,INR,INR
Globex Inc,00312,2024-12-11,USA,3698747.44,2793944.07,0.33,True,Customer asked for 50 discount,USD,USD
Soylent Corp,00776,2024-11-24,USA,958520.21,592439.18,0.10400000000000001,False,Standard order,USD,USD
Globex Inc,00482,2024-05-15,USA,4845750.96,3538660.47,0.358,False,Fast shipping requested,USD,USD
Soylent Corp,00335,2024-06-27,LATAM,2358104.84,1763728.13,0.19899999999999998,True,Account upgrade pending,USD,USD
Soylent Corp,00814,2024-03-06,North America,5860974.85,4227250.8,0.309,False,Fast shipping requested,USD,USD
Pied Piper,00889,2024-05-04,Europe,5392649.27,4745957.32,0.43200000000000005,False,Quarterly renewal,GBP,GBP
Dunder Mifflin,00574,2024-11-28,EMEA,4586183.17,3016193.7,0.23600000000000002,False,Quarterly renewal,EUR,EUR
Massive Dynamic,00710,2024-03-03,North America,4914614.71,3582244.66,0.27899999999999997,True,Quarterly renewal,USD,USD
Dunder Mifflin,00694,2024-08-24,North America,274908.54,217165.34,0.348,False,Customer asked for 50 discount,USD,USD
Massive Dynamic,00567,2024-07-18,India,20030831.28,130267.89,0.155,True,,USD,INR
Stark Industries,00918,2024-09-13,India,131062.61,85701.78,0.33299999999999996,False,Quarterly renewal,INR,INR
Wayne Enterprises,00840,2024-08-11,EMEA,4050727.49,2843742.88,0.32799999999999996,False,Standard order,EUR,EUR
Massive Dynamic,00160,2024-05-18,APAC,-151842.59,115177.73,-0.361,True,Fast shipping requested,INR,INR
Soylent Corp,00469,2024-04-28,India,152205.49,128462.64,0.36,False,Account upgrade pending,INR,INR
Stark Industries,00620,2024-04-15,India,54575.39,47374.11,0.12,False,Standard order,INR,INR
Globex Inc,00525,2024-02-16,Europe,4003801.56,2203868.98,0.253,True,,GBP,GBP
Wayne Enterprises,00244,2024-10-28,Europe,5673892.47,4878189.0,0.17,True,Customer asked for 50 discount,EUR,EUR
Massive Dynamic,00907,2024-01-04,India,-146606.85,87025.33,-0.373,True,,INR,INR
Hooli Inc,00119,2024-11-26,North America,3773048.2,2929378.93,0.146,False,,USD,USD
Cyberdyne Systems,00389,2024-05-28,India,102541.79,61636.37,0.158,True,Fast shipping requested,INR,INR
Soylent Corp,00530,2024-09-23,LATAM,250655.15,171996.06,0.428,False,,USD,USD
Umbrella Corp,00075,2024-06-20,EMEA,5816066.45,4061001.75,0.503,True,,EUR,EUR
Stark Industries,00020,2024-10-01,North America,4109817.97,3285343.33,0.509,True,,USD,USD
Hooli Inc,00695,2024-10-25,LATAM,2831195.02,2467986.91,0.391,False,Account upgrade pending,USD,USD
Hooli Inc,00996,2024-04-10,Europe,3600074.64,2327843.77,0.084,True,,EUR,EUR
Pied Piper,00907,2024-07-08,India,190580.95,172601.22,,True,Fast shipping requested,INR,INR
Wayne Enterprises,00658,2024-04-20,Europe,3067318.78,2087757.16,0.174,False,Account upgrade pending,GBP,GBP
Umbrella Corp,00577,2024-04-28,North America,1802586.42,1623109.91,0.285,False,Quarterly renewal,USD,USD
Pied Piper,00221,2024-04-19,North America,808022.1,467877.45,0.053,True,,USD,USD
Hooli Inc,00645,2024-10-28,EMEA,1764886.23,1115715.78,0.426,False,Standard order,EUR,EUR
Globex Inc,00365,2024-08-18,LATAM,1294636.72,715865.27,0.228,True,Customer asked for 50 discount,USD,USD
Cyberdyne Systems,00571,2024-05-20,EMEA,3125851.24,1962712.73,0.452,True,VIP client priority support,EUR,EUR
Massive Dynamic,00712,2024-04-05,North America,1315876.57,1113249.38,0.055,True,,USD,USD
Globex Inc,00747,2024-09-28,EMEA,316384.75,185598.11,0.17,True,,EUR,EUR
Initech LLC,00352,2024-09-24,EMEA,1925238.89,1073011.34,0.503,False,,GBP,GBP
Cyberdyne Systems,00809,2024-09-11,EMEA,6590064.67,4553710.49,0.11800000000000001,True,,GBP,GBP
Acme Corp,00637,2024-02-25,India,82635.17,54357.57,0.177,True,,INR,INR
Stark Industries,00433,2024-01-18,North America,6277949.64,5080480.45,0.098,False,,USD,USD
Dunder Mifflin,00036,2024-09-25,Europe,544363.12,487035.23,0.397,True,VIP client priority support,EUR,EUR
Globex Inc,00868,2024-06-13,North America,2176724.62,1580688.06,0.17800000000000002,False,,USD,USD
Cyberdyne Systems,00615,2024-11-27,India,9929681.94,87774.04,0.276,True,,USD,INR
Pied Piper,00384,2024-03-21,LATAM,3273811.6,2772202.26,,False,Customer asked for 50 discount,USD,USD
Dunder Mifflin,00794,2024-10-22,LATAM,791335.49,679564.84,0.16699999999999998,False,,USD,USD
Wayne Enterprises,00235,2024-04-11,EMEA,1792355.41,1478483.24,0.451,True,Fast shipping requested,EUR,EUR
Acme Corp,00476,2024-10-12,India,9751.87,5542.61,0.098,False,,INR,INR
Initech LLC,00018,2024-03-15,North America,2085901.01,1764257.68,0.42200000000000004,True,Standard order,USD,USD
Pied Piper,00804,2024-09-15,LATAM,3377416.5,2823647.82,0.107,True,,USD,USD
Stark Industries,00263,2024-12-14,USA,3482865.48,3181189.3,0.19699999999999998,False,Standard order,USD,USD
Initech LLC,00969,2024-05-16,India,222442.3,193425.44,0.34700000000000003,True,Customer asked for 50 discount,INR,INR
Massive Dynamic,00132,2024-01-20,LATAM,1926809.95,1461821.44,0.092,True,Account upgrade pending,USD,USD
Acme Corp,00071,2024-12-03,APAC,35827.73,22789.65,0.406,False,Quarterly renewal,INR,INR
Dunder Mifflin,00715,2024-12-24,LATAM,1966538.66,1382722.69,0.37799999999999995,True,,USD,USD
Hooli Inc,00341,2024-05-27,USA,3004540.32,2563428.73,0.415,False,VIP client priority support,USD,USD
Dunder Mifflin,00644,2024-06-04,Europe,1201840.26,964828.53,0.183,True,Fast shipping requested,EUR,EUR
Umbrella Corp,00545,2024-03-15,USA,1355979.08,989304.42,0.44299999999999995,False,Customer asked for 50 discount,USD,USD
Dunder Mifflin,00385,2024-11-04,North America,3129029.07,2460665.77,0.469,False,Standard order,USD,USD
Massive Dynamic,00282,2024-12-14,India,240343.75,140825.6,0.139,True,VIP client priority support,INR,INR
Globex Inc,00777,2024-11-02,India,177124.85,125407.54,0.308,False,VIP client priority support,INR,INR
Globex Inc,00624,2024-06-24,LATAM,1677585.92,1294482.75,0.20199999999999999,False,Quarterly renewal,USD,USD
Wayne Enterprises,00794,2024-06-21,India,5047.93,2841.1,0.113,True,Customer asked for 50 discount,INR,INR
Soylent Corp,00229,2024-05-23,Europe,3203717.09,2438500.0,0.266,True,Account upgrade pending,EUR,EUR
Massive Dynamic,00265,2024-05-21,North America,4903590.28,4009787.31,0.43799999999999994,False,Fast shipping requested,USD,USD
Massive Dynamic,00667,2024-12-14,EMEA,5761170.39,3881439.98,0.48700000000000004,True,Standard order,EUR,EUR
Acme Corp,00806,2024-01-25,USA,2187592.41,1767956.52,0.519,False,,USD,USD
Umbrella Corp,00237,2024-07-22,LATAM,1929122.17,1564248.87,0.17300000000000001,False,VIP client priority support,USD,USD
Cyberdyne Systems,00502,2024-11-07,India,64367.2,41743.1,0.321,False,,INR,INR
Hooli Inc,00366,2024-06-23,North America,1137172.58,772589.42,0.34299999999999997,True,Quarterly renewal,USD,USD
Acme Corp,00392,2024-02-15,North America,-5800089.95,4950083.88,-0.102,False,,USD,USD
Dunder Mifflin,00349,2024-09-19,North America,3667255.68,2862386.85,0.364,False,,USD,USD
Dunder Mifflin,00271,2024-12-04,North America,-3108375.73,2796653.23,-0.36200000000000004,False,Account upgrade pending,USD,USD
Umbrella Corp,00029,2024-09-25,EMEA,639613.24,426442.15,0.138,False,,EUR,EUR
Initech LLC,00032,2024-06-05,APAC,9501.2,7631.32,0.518,True,Standard order,INR,INR
Acme Corp,00273,2024-09-13,LATAM,3597762.7,2805989.33,0.23,False,Quarterly renewal,USD,USD
Wayne Enterprises,00256,2024-07-17,India,37284.17,29507.25,0.145,False,,INR,INR
Cyberdyne Systems,00450,2024-11-17,Europe,3957114.87,3229769.84,,False,,GBP,GBP
Pied Piper,00463,2024-03-21,USA,5091451.48,3953171.74,0.159,False,Standard order,USD,USD
Hooli Inc,00091,2024-10-09,USA,1235305.76,856511.97,0.156,True,Customer asked for 50 discount,USD,USD
Wayne Enterprises,00237,2024-04-19,USA,6579192.39,5729408.82,0.265,False,Standard order,USD,USD
Massive Dynamic,00762,2024-07-06,Europe,3262126.33,2339256.1,0.518,False,Standard order,EUR,EUR
Globex Inc,00406,2024-04-14,India,194550.87,127584.2,0.48200000000000004,True,,INR,INR
Acme Corp,00472,2024-12-10,APAC,106322.03,76214.58,0.385,False,Fast shipping requested,INR,INR
Pied Piper,00341,2024-12-18,USA,4235689.78,2463322.42,0.508,True,,USD,USD
Globex Inc,00399,2024-11-18,APAC,44720.4,26988.97,0.195,False,Customer asked for 50 discount,INR,INR
Acme Corp,00195,2024-10-17,APAC,7990.9,5866.3,0.336,True,,INR,INR
Stark Industries,00429,2024-10-15,LATAM,2212246.3,1696611.45,0.43799999999999994,True,Standard order,USD,USD
Acme Corp,00367,2024-10-17,APAC,-78118.18,69567.55,-0.134,False,Customer asked for 50 discount,INR,INR
Massive Dynamic,00686,2024-08-18,USA,629689.24,416059.87,0.08199999999999999,False,Fast shipping requested,USD,USD
Pied Piper,00492,2024-06-05,North America,4647369.07,3608496.1,0.34600000000000003,False,Customer asked for 50 discount,USD,USD
Wayne Enterprises,00633,2024-10-23,Europe,2223226.76,1329476.09,0.34700000000000003,True,Quarterly renewal,EUR,EUR
Initech LLC,00307,2024-08-01,North America,4924937.82,3086520.0,0.071,False,Quarterly renewal,USD,USD
Dunder Mifflin,00665,2024-05-22,North America,5122015.86,3032845.88,0.317,True,Quarterly renewal,USD,USD
Hooli Inc,00863,2024-08-28,EMEA,3925789.75,3454936.32,0.418,False,Standard order,EUR,EUR
Globex Inc,00316,2024-09-23,India,86271.23,76694.17,0.12,True,,INR,INR
Acme Corp,00557,2024-10-18,Europe,5404411.4,4475229.93,0.065,False,Quarterly renewal,EUR,EUR
Hooli Inc,00472,2024-04-22,Europe,4908307.24,4112093.38,0.062,False,VIP client priority support,EUR,EUR
Soylent Corp,00358,2024-06-22,LATAM,3759543.34,2958200.69,0.391,False,,USD,USD
Umbrella Corp,00014,2024-11-14,EMEA,661407.49,551274.15,0.406,True,Account upgrade pending,EUR,EUR
Soylent Corp,00207,2024-08-06,EMEA,-1125071.64,732698.12,-0.292,True,,GBP,GBP
Hooli Inc,00572,2024-05-12,EMEA,462965.82,359681.04,0.111,False,Standard order,EUR,EUR
Umbrella Corp,00402,2024-03-07,APAC,155997.26,103832.25,0.365,False,VIP client priority support,INR,INR
Umbrella Corp,00842,2024-05-08,Europe,3496360.87,3148667.92,0.171,True,Account upgrade pending,GBP,GBP
Hooli Inc,00474,2024-02-13,LATAM,1871247.25,1141050.31,0.33399999999999996,True,,USD,USD
Initech LLC,00825,2024-02-23,APAC,135522.66,94635.76,0.308,False,Fast shipping requested,INR,INR
Hooli Inc,00223,2024-06-10,Europe,1300503.88,1037481.97,0.44299999999999995,False,,GBP,GBP
Hooli Inc,00578,2024-03-27,APAC,172949.63,133287.09,0.353,True,VIP client priority support,INR,INR
Massive Dynamic,00934,2024-03-11,Europe,2901642.65,2216375.12,0.19899999999999998,False,Customer asked for 50 discount,GBP,GBP
Wayne Enterprises,00745,2024-10-15,EMEA,2536798.08,1514964.62,0.308,False,,EUR,EUR
Hooli Inc,00122,2024-07-04,Europe,3913419.11,3183004.19,0.149,True,Quarterly renewal,EUR,EUR
Globex Inc,00403,2024-05-24,Europe,-4192781.31,2514338.68,-0.389,False,,EUR,EUR
Cyberdyne Systems,00096,2024-08-26,North America,4163536.59,2989943.43,0.231,False,Standard order,USD,USD
Massive Dynamic,00520,2024-05-09,Europe,227643.88,128393.25,0.32299999999999995,True,VIP client priority support,EUR,EUR
Initech LLC,00758,2024-02-09,India,65081.67,50981.42,0.37200000000000005,False,Customer asked for 50 discount,INR,INR
Massive Dynamic,00064,2024-09-13,EMEA,4259804.86,2865401.28,0.188,False,Customer asked for 50 discount,GBP,GBP
Initech LLC,00813,2024-08-11,India,165798.37,109086.82,0.278,True,Customer asked for 50 discount,INR,INR
Pied Piper,00145,2024-01-05,India,227982.21,187724.63,0.132,True,,INR,INR
Cyberdyne Systems,00828,2024-03-02,India,210215.48,174168.08,0.361,True,Quarterly renewal,INR,INR
Massive Dynamic,00761,2024-05-24,Europe,741703.25,453931.51,0.401,False,Quarterly renewal,EUR,EUR
Wayne Enterprises,00709,2024-03-05,USA,87980.06,78572.76,0.502,True,Fast shipping requested,USD,USD
Globex Inc,00662,2024-10-26,EMEA,5016512.41,3233027.92,0.36700000000000005,False,Quarterly renewal,EUR,EUR
Globex Inc,00355,2024-01-09,USA,88635.99,51953.75,0.153,True,Standard order,USD,USD
Dunder Mifflin,00644,2024-10-14,APAC,14358397.59,130998.24,0.111,False,VIP client priority support,USD,INR
Umbrella Corp,00722,2024-05-21,North America,4267074.74,3803658.86,0.475,True,Customer asked for 50 discount,USD,USD
Cyberdyne Systems,00809,2024-01-21,APAC,68268.46,58078.46,0.51,False,VIP client priority support,INR,INR
Acme Corp,00513,2024-04-07,APAC,228589.26,186231.24,0.319,False,Standard order,INR,INR
Stark Industries,00162,2024-01-13,USA,6039170.65,4605573.78,0.281,False,Fast shipping requested,USD,USD
Globex Inc,00241,2024-02-08,APAC,-7715652.97,57394.61,-0.354,True,,USD,INR
Hooli Inc,00092,2024-05-27,Europe,6045452.02,4802939.54,0.1,False,Fast shipping requested,EUR,EUR
Acme Corp,00458,2024-03-19,USA,3270173.28,1874814.37,0.301,False,Standard order,USD,USD
Dunder Mifflin,00357,2024-12-23,APAC,14995834.28,121246.72,0.12,True,Standard order,USD,INR
Initech LLC,00154,2024-08-13,LATAM,2614019.0,1450853.08,0.475,True,,USD,USD
Massive Dynamic,00184,2024-08-02,Europe,488664.4,305403.57,0.397,True,,GBP,GBP
Cyberdyne Systems,00339,2024-01-19,Europe,1725189.63,1432413.88,0.128,False,Standard order,EUR,EUR
Cyberdyne Systems,00112,2024-03-25,Europe,1347212.22,785400.93,0.24600000000000002,False,VIP client priority support,GBP,GBP
Soylent Corp,00156,2024-09-21,USA,4078807.7,2300120.45,0.49700000000000005,True,Account upgrade pending,USD,USD
Wayne Enterprises,00014,2024-04-20,India,156635.63,136149.33,0.268,True,Customer asked for 50 discount,INR,INR
Dunder Mifflin,00208,2024-11-17,APAC,231054.89,131699.03,0.168,False,Standard order,INR,INR
Umbrella Corp,00768,2024-08-01,APAC,224294.4,183230.39,0.14300000000000002,True,Quarterly renewal,INR,INR
Umbrella Corp,00343,2024-07-16,North America,2512236.82,1586842.41,0.469,False,,USD,USD
Cyberdyne Systems,00406,2024-04-12,EMEA,1278710.31,763477.32,0.114,False,,EUR,EUR
Cyberdyne Systems,00788,2024-03-20,EMEA,4732504.51,3673679.63,0.452,False,,GBP,GBP
Soylent Corp,00615,2024-05-27,LATAM,3500426.07,2228864.38,0.155,True,Standard order,USD,USD
Wayne Enterprises,00055,2024-01-09,APAC,122420.99,103478.36,0.163,True,,INR,INR
Soylent Corp,00145,2024-04-22,EMEA,2273092.47,1841710.46,0.061,True,,GBP,GBP
Cyberdyne Systems,00818,2024-12-08,Europe,2416474.1,1946657.8,0.40399999999999997,False,,EUR,EUR
Massive Dynamic,00823,2024-10-15,North America,3440184.64,3050417.15,0.23,True,Account upgrade pending,USD,USD
Hooli Inc,00189,2024-09-15,USA,1599649.51,947018.74,0.32299999999999995,True,Quarterly renewal,USD,USD
Hooli Inc,00371,2024-05-26,EMEA,3612118.4,2690568.26,0.369,True,,GBP,GBP
Massive Dynamic,00386,2024-04-15,Europe,1815375.19,1641011.58,0.37799999999999995,True,,EUR,EUR
Acme Corp,00033,2024-03-09,EMEA,2783839.94,2195150.11,0.46,False,Account upgrade pending,EUR,EUR
Wayne Enterprises,00602,2024-11-10,EMEA,2871956.02,2182350.77,0.42100000000000004,True,Customer asked for 50 discount,EUR,EUR
Dunder Mifflin,00161,2024-10-22,EMEA,5277392.99,3459548.76,0.376,True,VIP client priority support,GBP,GBP
Soylent Corp,00129,2024-10-23,APAC,4918412.34,44853.69,0.12,True,,USD,INR
Pied Piper,00134,2024-08-25,APAC,43233.05,39296.92,0.354,True,VIP client priority support,INR,INR
Massive Dynamic,00756,2024-12-23,LATAM,203240.4,160011.32,0.062,True,,USD,USD
Hooli Inc,00104,2024-04-11,EMEA,4885506.62,4073658.84,0.449,True,,EUR,EUR
Wayne Enterprises,00209,2024-10-23,LATAM,3642404.21,2463622.35,0.451,True,Standard order,USD,USD
Pied Piper,00363,2024-08-22,EMEA,4637885.16,3264030.46,0.392,False,,EUR,EUR
Cyberdyne Systems,00865,2024-05-04,India,21198.37,19189.51,0.242,False,VIP client priority support,INR,INR
Globex Inc,00483,2024-04-17,USA,290429.25,248523.6,0.313,True,Standard order,USD,USD
Cyberdyne Systems,00278,2024-11-28,EMEA,2617516.77,1916016.67,0.106,True,Account upgrade pending,EUR,EUR
Massive Dynamic,00502,2024-11-11,India,-96434.54,79191.48,-0.32299999999999995,True,Account upgrade pending,INR,INR
Stark Industries,00909,2024-06-17,USA,-4250186.99,3839652.24,-0.35,True,,USD,USD
Soylent Corp,00794,2024-03-10,USA,5520578.33,4435441.38,0.374,False,Account upgrade pending,USD,USD
Cyberdyne Systems,00023,2024-06-22,North America,691627.9,419946.5,0.47200000000000003,False,,USD,USD
Initech LLC,00574,2024-07-16,USA,6164441.71,4484149.3,0.434,False,,USD,USD
Hooli Inc,00186,2024-01-22,USA,4595490.97,3050249.83,0.25,True,Fast shipping requested,USD,USD
Dunder Mifflin,00803,2024-01-26,LATAM,2657593.4,2013423.86,0.47700000000000004,True,Standard order,USD,USD
Umbrella Corp,00811,2024-03-04,APAC,2424442.77,23508.07,0.213,False,Quarterly renewal,USD,INR
Globex Inc,00593,2024-10-16,APAC,241244.63,148017.13,0.391,False,,INR,INR
Hooli Inc,00724,2024-08-18,India,245418.78,173489.97,0.408,False,Fast shipping requested,INR,INR
Globex Inc,00149,2024-12-24,LATAM,370242.67,267611.43,0.265,False,,USD,USD
Soylent Corp,00577,2024-07-22,LATAM,3222549.38,2831585.73,0.055999999999999994,False,Fast shipping requested,USD,USD
Wayne Enterprises,00458,2024-07-03,India,186650.88,164289.77,0.14400000000000002,False,Fast shipping requested,INR,INR
Soylent Corp,00868,2024-05-28,LATAM,3039837.72,2524112.09,0.217,False,,USD,USD
Globex Inc,00295,2024-05-02,North America,4197684.11,2517792.2,0.08199999999999999,True,,USD,USD
Massive Dynamic,00705,2024-05-17,EMEA,4136814.48,3071092.63,0.188,False,Customer asked for 50 discount,EUR,EUR
Globex Inc,00361,2024-01-13,Europe,-5331415.95,3805275.46,-0.36,True,VIP client priority support,EUR,EUR
Stark Industries,00451,2024-08-22,North America,3800946.14,2780410.73,0.271,True,,USD,USD
Dunder Mifflin,00410,2024-10-07,EMEA,-2388592.54,1338602.15,-0.214,False,Standard order,GBP,GBP
Acme Corp,00359,2024-07-16,LATAM,268067.11,170351.34,0.19699999999999998,False,Fast shipping requested,USD,USD
Pied Piper,00127,2024-01-18,EMEA,5396780.43,4102515.02,0.377,True,,EUR,EUR
Massive Dynamic,00409,2024-12-02,EMEA,3113152.82,2646924.69,0.191,True,,EUR,EUR
Acme Corp,00877,2024-09-15,Europe,7376952.26,5154646.46,0.09300000000000001,True,Account upgrade pending,GBP,GBP
Pied Piper,00078,2024-06-28,India,164626.52,108930.63,0.304,False,Customer asked for 50 discount,INR,INR
Massive Dynamic,00537,2024-01-18,LATAM,783287.22,567665.14,0.43700000000000006,True,,USD,USD
Massive Dynamic,00883,2024-10-26,Europe,2711865.6,1639770.18,0.191,True,Fast shipping requested,GBP,GBP
Acme Corp,00218,2024-05-26,Europe,3764044.78,2635472.95,0.165,False,,EUR,EUR
Globex Inc,00456,2024-04-14,LATAM,1067880.74,887663.75,0.133,False,,USD,USD
Dunder Mifflin,00066,2024-05-15,Europe,6670841.92,4673541.8,0.092,False,VIP client priority support,GBP,GBP
Soylent Corp,00124,2024-09-16,India,233231.13,150007.03,0.107,True,,INR,INR
Initech LLC,00771,2024-04-26,North America,2938487.19,1892659.76,0.226,True,,USD,USD
Wayne Enterprises,00496,2024-06-03,USA,5484204.03,3059075.07,0.445,True,Quarterly renewal,USD,USD
Pied Piper,00575,2024-11-22,LATAM,2758425.95,2033563.67,,True,Customer asked for 50 discount,USD,USD
Umbrella Corp,00968,2024-03-20,Europe,3951652.76,3459288.63,0.066,False,,EUR,EUR
Initech LLC,00432,2024-02-23,Europe,5178991.17,3818696.37,0.43200000000000005,False,Standard order,GBP,GBP
Dunder Mifflin,00666,2024-11-18,USA,1342621.96,890228.73,0.16699999999999998,False,VIP client priority support,USD,USD
Massive Dynamic,00712,2024-08-23,LATAM,731563.98,554201.22,0.182,True,VIP client priority support,USD,USD
Wayne Enterprises,00907,2024-01-20,LATAM,2526257.88,2191265.44,0.14300000000000002,True,Standard order,USD,USD
Wayne Enterprises,00642,2024-03-21,LATAM,2291065.59,1271404.16,0.413,False,,USD,USD
Umbrella Corp,00239,2024-05-05,USA,876821.77,760068.9,0.183,False,VIP client priority support,USD,USD
Wayne Enterprises,00821,2024-04-05,North America,2472942.43,1986214.78,0.113,False,,USD,USD
Acme Corp,00227,2024-12-07,USA,644042.27,368223.26,0.47700000000000004,False,Standard order,USD,USD
Dunder Mifflin,00269,2024-05-25,India,15075.62,9292.13,0.209,True,Account upgrade pending,INR,INR
Initech LLC,00553,2024-05-17,LATAM,550934.92,471097.47,0.401,True,Customer asked for 50 discount,USD,USD
Massive Dynamic,00859,2024-07-21,Europe,1984606.94,1821847.91,0.451,False,Standard order,EUR,EUR
Soylent Corp,00162,2024-03-20,APAC,119447.55,70823.9,0.258,False,,INR,INR
Stark Industries,00514,2024-02-17,APAC,49260.47,30160.67,0.469,False,Standard order,INR,INR
Globex Inc,00795,2024-04-18,India,-170842.59,150055.5,-0.37,False,Account upgrade pending,INR,INR
Massive Dynamic,00961,2024-02-01,APAC,116243.6,105017.32,0.506,False,Account upgrade pending,INR,INR
Initech LLC,00761,2024-04-17,Europe,4652038.83,3500416.46,0.17,False,Fast shipping requested,EUR,EUR
Dunder Mifflin,00882,2024-05-07,North America,812845.01,594687.32,0.196,True,Account upgrade pending,USD,USD
Acme Corp,00108,2024-08-04,Europe,3539869.2,2684392.65,0.431,False,,GBP,GBP
Umbrella Corp,00051,2024-04-11,India,233013.57,173616.81,0.27,False,Customer asked for 50 discount,INR,INR
Cyberdyne Systems,00140,2024-04-22,USA,3681883.72,3274674.01,0.244,False,Customer asked for 50 discount,USD,USD
Hooli Inc,00270,2024-02-01,India,48990.29,30247.44,0.462,False,,INR,INR
Acme Corp,00470,2024-06-21,India,245635.62,158667.72,0.057999999999999996,True,VIP client priority support,INR,INR
Acme Corp,00498,2024-11-25,LATAM,1243739.4,1038020.35,0.375,False,,USD,USD
Pied Piper,00099,2024-02-17,North America,-4648721.87,2880542.85,-0.11800000000000001,True,,USD,USD
Acme Corp,00888,2024-02-19,Europe,183836.12,112408.28,0.503,False,Quarterly renewal,GBP,GBP
Soylent Corp,00311,2024-01-25,India,110788.05,77973.05,0.39399999999999996,True,,INR,INR
Wayne Enterprises,00507,2024-01-12,India,146218.82,110352.02,0.46799999999999997,False,Account upgrade pending,INR,INR
Stark Industries,00724,2024-03-13,LATAM,1406307.69,887711.81,0.47700000000000004,False,,USD,USD
Cyberdyne Systems,00914,2024-11-11,EMEA,5000559.38,4312864.99,0.402,True,VIP client priority support,EUR,EUR
Soylent Corp,00170,2024-02-28,India,141423.48,130070.94,0.368,False,Standard order,INR,INR
Umbrella Corp,00355,2024-10-16,LATAM,1970750.14,1769303.98,0.41200000000000003,False,Customer asked for 50 discount,USD,USD
Cyberdyne Systems,00883,2024-08-16,USA,6426002.03,5331221.93,0.337,True,,USD,USD
Dunder Mifflin,00529,2024-11-18,APAC,43472.97,28608.93,0.39399999999999996,False,Account upgrade pending,INR,INR
Hooli Inc,00848,2024-07-16,North America,52813.49,45360.63,0.13,False,,USD,USD
Hooli Inc,00654,2024-07-20,USA,928784.42,658196.83,0.49700000000000005,False,Account upgrade pending,USD,USD
Dunder Mifflin,00463,2024-12-13,North America,2686344.85,2245187.87,0.067,True,Standard order,USD,USD
Acme Corp,00740,2024-11-07,Europe,5349285.62,3562983.56,0.473,True,,GBP,GBP
Stark Industries,00669,2024-11-06,North America,5881565.0,3418271.06,0.38799999999999996,False,,USD,USD
Pied Piper,00228,2024-09-22,APAC,223128.24,167295.99,0.193,False,Fast shipping requested,INR,INR
Initech LLC,00071,2024-05-24,Europe,5607721.11,5037398.86,0.052000000000000005,True,,GBP,GBP
Massive Dynamic,00249,2024-12-11,EMEA,4468613.03,3316947.41,0.324,True,,EUR,EUR
Umbrella Corp,00160,2024-07-26,USA,3183651.04,2276567.49,0.326,False,Customer asked for 50 discount,USD,USD
Massive Dynamic,00520,2024-08-12,USA,5500512.39,3319053.86,0.111,False,Fast shipping requested,USD,USD
Initech LLC,00227,2024-01-28,LATAM,1507239.92,1331100.02,0.242,False,Customer asked for 50 discount,USD,USD
Dunder Mifflin,00545,2024-06-16,North America,195403.06,117801.29,0.49,True,Quarterly renewal,USD,USD
Cyberdyne Systems,00848,2024-01-28,USA,2792497.82,2127972.2,0.41700000000000004,False,VIP client priority support,USD,USD
Cyberdyne Systems,00526,2024-08-27,USA,604282.41,472044.43,0.473,True,,USD,USD
Initech LLC,00294,2024-01-12,USA,3748877.58,2233577.82,0.341,True,,USD,USD
Soylent Corp,00778,2024-02-13,LATAM,119644.48,98749.95,0.382,False,Fast shipping requested,USD,USD
Globex Inc,00631,2024-08-25,EMEA,194513.84,138434.44,0.19899999999999998,True,Fast shipping requested,GBP,GBP
Globex Inc,00182,2024-03-17,EMEA,4245989.5,2427848.94,0.385,True,Account upgrade pending,EUR,EUR
